"";"Codigo";"X";"Y";"Pais";"Clase";"Cita";"Fecha";"Autor(es)";"year";"Titulo";"Palabras Clave";"Resumen";"Tematica";"Link";"Tipo";"filtroE";"filtroP";"Bioma"
"58";"art058";-3,503756;-80,390908;"Perú";"AVES";"Thomas and Thomas 1977";NA;"Thomas R; Thomas K";1977;"A Small-Vertebrate Thanatocenosis from Northern Peru";"No aplica";"A deposit of small-vertebrate bones from 5 km E. Puerto Pizarro; Departamento de Tumbes; Peru; is interpreted as probable owl-pellet remains. The remains included Amphibia (Ceratophrys stolzmanni); Reptilia (Phyllodactylas sp.; Dicrodon guttalatum); Aves (probably Pionas chalcopteras; Cambylorhynchus fasciatas; Thryothoras sp.; and unidentified emberizids); and Mammalia (Marmosa simonsi; Phyllostomus discolor; Artibeus fraterculus; Desmodus rotundus; Molossus molossus; Oryzomys xantheolus; Mus musculus; and an unidentified larger species). Living Artibeus fraterculus and Lonchophylla hesperia were captured at the locality.";"Ecología";"http://www.jstor.org/stable/2387668";"Artículo";NA;NA;"Bosques lluviosos"
"59";"art059";-5,094189;-81,096166;"Perú";"AVES";"Verrill 1923";NA;"Verrill G";1923;"Rough Notes on the Avifauna of Paita; Peru";"No aplica";"No aplica";"Diversidad";"http://www.jstor.org/stable/4073820";"Artículo";"Sechura desert";"Peru";"Bosques secos"
"60";"art060";-6,000004;-81;"Perú";"AVES";"Wallace and Temple 1987";"11/24/1986";"Wallace M; Temple S";1987;"Competitive Interactions within and between Species in a Guild of Avian Scavengers";"No aplica";"We observed Andean Condors (Vultur gryphus); King Vultures (Sarcoramphus papa); Black Vultures (Coragyps atratus); Turkey Vultures (Cathartes aura); and Crested Caracaras (Polyborus plancus) interacting at 217 animal carcasses at two sites in northern Peru. At 53 carcasses for which we knew order of arrival; Turkey Vultures usually arrived first; Black Vultures second; and condors third. On the basis of our observations of 8;066 aggressive encounters between birds; we constructed dominance hierarchies by calculating the proportion of encounters won by an individual of one species; sex; or age during encounters with an individual of another species; sex; or age. Within each species there was a positive relationship between a bird's dominance and its age. In condors; males dominated females of the same age. Interspecific dominance was correlated positively with body mass. There are convergent similarities between the organizations of guilds of Old and New World vultures.";"H.Natural";"https://doi.org/10.1093/auk/104.2.290";"Artículo";"Sechura desert";"Peru";"Bosques secos"
"61";"art061";-6;-79,46;"Perú";"AVES";"Wallace and Temple 1987";NA;"Wallace M; Temple S";1987;"Releasing Captive-Reared Andean Condors to the Wild";"No aplica";"To develop techniques for future releases of captive-reared California condors (Gymnogyps californianus) to the wild; we used captive-reared Andean condors (Vultur gryphus) as surrogates. Hatched at facilities in the United States; 11 young Andean condors were transported to an isolated study site on the coast of northern Peru and released under experimental conditions. Six of these condors were raised by their parents then held with other juveniles in large aviaries before being shipped to Peru. They were between 1 and 3 years old when released. The other 5 condors were hand reared with the aid of puppets that closely resembled adult condors. They were released at the age when natural fledging occurred. Over periods of 170-260 days we taught these released birds how to forage by placing carcasses at progressively greater distances from the release site until the birds' foraging area was large enough that they encountered natural carcasses more frequently than those we offered. At this point they rapidly became independent of our care. The 6 birds released at an older age integrated with the wild population more rapidly than did the 5 birds released at fledging age; however; we had better control over the behavior and movements of the fledging- age birds. Seven of the 11 birds successfully reached independence and survived >18 months after their release.";"Manejo";"http://www.jstor.org/stable/3801266";"Artículo";"Tumbes-Piura dry forests";"Peru";"Bosques secos"
"62";"art062";-6;-79,46;"Perú";"AVES";"Wallace and Temple 1988";NA;"Wallace M; Temple S";1988;"Impacts of the 1982-1983 El Niño on Population Dynamics of Andean Condors in Peru";"No aplica";"We studied how the environmental perturbations associated with the 1982-1983 El Niño phenomenon affected the population dynamics of Andean condors (Vultur gryphus) in three areas of Peru. For at least four years prior to the 1982-1983 El Niño; nearly all adult condors in a coastal population and an Andean foothill population refrained from breeding; whereas condors in a high-elevation population appeared to be breeding once every other year. The severe environmental disruptions of the 1982-1983 El Niño caused the food supply for the coastal population of condors to decrease; while the food supply for the foothill population increased 17 fold. The food supply for the high-elevation population was little affected by El Niño because climatic changes in the area were inconsequential. In response to the increase in food; almost all condors in the foothill population bred in the months following El Niño. No condors in the coastal population bred after El Niño; and breeding of condors in the high-elevation population was presumably unaffected. If they can reproduce only during the unpredictable El Niño years; coastal and foothill condor populations may barely be able to maintain their numbers without ingress from more regularly breeding populations. The rate of breeding in these desert-dwelling condors seems to be the lowest recorded among birds.";"Ecología";"http://www.jstor.org/stable/2388187";"Artículo";"Tumbes-Piura dry forests";"Peru";"Bosques secos"
"63";"art063";9,68151e-07;-79,147809;"Perú";"AVES";"Weller 2000";NA;"Weller A";2000;"Biogeography; geographic variation and habitat preference in the Amazilia Hummingbird;Amazilia amazilia Lesson (Aves: Trochilidae); with notes on the status ofAmazilia alticola Gould";"Biogeography; geographic variation; taxonomy; Amazilia; Trochilidae";"This paper reviews the biogeography; geographic variation; and habitat characteristics of the Amazilia Hummingbird (Amazilia amazilia). Based on morphological features; habitat preferences; and bioacoustics; I propose that the currently recognized subspecies A. a. alticola should be regarded as a species distinct from A. amazilia. Synapomorphic characters found in both taxa indicate membership of the same superspecies; together with the Colombian species A. castaneiventris. Considering the distributional focus of A. alticola in the Andes of southern Ecuador; the English species name Loja Hummingbird is suggested.";"Distribución";"NA";"Artículo";"Northwestern Andean montane forests";"Ecuador";"Bosques lluviosos"
"64";"art064";-3,612571;-79,610913;"Perú";"AVES";"Wiedenfeld et al. 1985";NA;"Wiedenfeld A; Schulenberg T; Robbins M";1985;"Birds of a Tropical Deciduous Forest in Extreme Northwestern Peru";"No aplica";"From 14 June to 5 July 1979; we studied the avifauna at two localities in Depto. Tumbes; Peru; near the Ecuadorean border. We obtained specimens of six species and 15 subspecies new for Peru and collected specimens and natural history information on such poorly known taxa as Ortalis erythroptera; Synallaxis tithys; Automolus erythrocephalus; and Thamnophilus zarumae.";"Diversidad";"http://www.jstor.org/stable/40168288";"Artículo";"Eastern Cordillera real montane forests";"Ecuador";"Bosques secos"
"65";"art065";-5,566669;-79,782778;"Perú";"AVES";"Williams 1981";NA;"Williams M";1981;"The nest and eggs of the Coastal Miner Geositta peruviana; a Peruvian endemic.";"No aplica";"No aplica";"H.Natural";"https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1474-919X.1981.tb04042.x";"Artículo";"Tumbes-Piura dry forests";"Peru";"Bosques secos"
"66";"art066";-6,521389;-79,459167;"Perú";"AVES";"Williams 1980";NA;"Williams M";1980;"First Description of the Eggs of the White-Winged Guan; Penelope albipennis; with Notes on Its Nest";"No aplica";"No aplica";"H.Natural";"http://www.jstor.org/stable/4085767";"Artículo";"Tumbes-Piura dry forests";"Peru";"Bosques secos"
"67";"art067";-5,572231;-79,909725;"Perú";"AVES";"Williams 1981";NA;"Williams M";1981;"First Description of the Nest; Eggs; and Young of the Tumbes Sparrow (Aimophila [Rhynchospiza] stolzmanni)";"No aplica";"No aplica";"H.Natural";"https://doi.org/10.2307/1367610";"Artículo";"Tumbes-Piura dry forests";"Peru";"Bosques secos"
"68";"art068";-5,579375;-79,908764;"Perú";"AVES";"Williams 1981";NA;"Williams M";1981;"Description of the Nest and Eggs of the Peruvian Thick-Knee (Burhinus superciliaris)";"No aplica";"No aplica";"H.Natural";"https://doi.org/10.2307/1367428";"Artículo";"Tumbes-Piura dry forests";"Peru";"Bosques secos"
"69";"art069";-5,572231;-79,909725;"Perú";"AVES";"Williams 1981";NA;"Williams M";1981;"Discovery of the Nest and Eggs of the Cinereous Finch (Piezorhina cinerea); a Peruvian Endemic";"No aplica";"No aplica";"H.Natural";"http://www.jstor.org/stable/4085626";"Artículo";"Tumbes-Piura dry forests";"Peru";"Bosques secos"
"70";"art070";-4,490196;-79,583107;"Perú";"AVES";"Williams and Tobias 1996";NA;"Williams R; Tobias J";1996;"West Peruvian Screech-owl Otus roboratus";"No aplica";"No aplica";"Conservación";"NA";"Artículo";"Tumbes-Piura dry forests";"Ecuador";"Bosques secos"
"71";"art071";-3,810672;-80,321311;"Perú";"AVES";"Angulo and Barrio 2004";NA;"Angulo F; Barrio J";2004;"Evaluation of a potential reintroduction site for the white-winged guanPenelope albipennis (Aves; Cracidae) in northern Per";"Aves; Cracidae; Critically Endangered; Penelope albipennis; Peru; reintroduction; white-wingedguan";"The White-winged Guan (Penelope albipennis) is a Peruvian endemic cracid classified as critically endangered due to hunting pressure and habitat loss. It inhabits a narrow strip in the Peruvian northern dry forests; one of the worlds most threatened ecosystems. It was thought to be extinct until its rediscovery in 1977. In 1978 the “White-winged Guan Conservation Project” began. The wild population has been previously evaluated in 1978; 1987 and 1990 and is estimated at 300 individuals. Although the species is protected by national laws; other conservation measures have been taken to insure its long-term survival; including public awareness; education in local schools; research and other measures.  One of these measures is a captive breeding program which has been in operation since 1980 to supply selected birds fortwo reintroduction programs; one of them running since 2001. Here I present preliminary results of a new population survey made from 2001–2005; and compare the results to the three previous evaluations; establishing a population trend and making recommendations for further surveys. I also analyze how the reintroduced populations and the protected areas system are supporting conservation of the wild populations. I also assess the main threats to the species; ranking the most serious and how they could be mitigated. I provide a new approach for assessing the White-winged Guans area of distribution based on recent research; with new data on the species habitat composition. Finally; I make recommendations for the species long term conservation.";"Manejo";"NA";"Artículo";"Eastern Cordillera real montane forests";"Peru";"Bosques secos"
"72";"art072";-4,13606;-79,475414;"Perú";"AVES";"Angulo 2008";"10/24/2007";"Angulo F";2008;"Current status and conservation of wild and reintroduced White-winged Guan (Penelope albipennis) populations";"White-winged Guan; Penelope albipennis; Cracidae; conservation; critically endangered; reintroduction; Peru";"The White-winged Guan (Penelope albipennis) is a Peruvian endemic cracid classified as criticallyendangered due to hunting pressure and habitat loss. It inhabits a narrow strip in the Peruvian northerndry forests; one of the worlds most threatened ecosystems. It was thought to be extinct until its rediscov-ery in 1977. In 1978 the “White-winged Guan Conservation Project” began. The wild population has beenpreviously evaluated in 1978; 1987 and 1990 and is estimated at 300 individuals. Although the species isprotected by national laws; other conservation measures have been taken to insure its long term survival;including public awareness; education in local schools; research and other measures. One of these mea-sures is a captive breeding program which has been in operation since 1980 to supply selected birds fortwo reintroduction programs; one of them running since 2001. Here I present preliminary results of a newpopulation survey made from 2001–2005; and compare the results to the three previous evaluations; estab-lishing a population trend and making recommendations for further surveys. I also analyze how the rein-troduced populations and the protected areas system are supporting conservation of the wild populations.I also assess the main threats to the species; ranking the most serious and how they could be mitigated. Iprovide a new approach for assessing the White-winged Guans area of distribution based on recent research; with new data on the species habitat composition. Finally; I make recommendations for the spe-cies long term conservation.";"Conservación";"NA";"Artículo";"Eastern Cordillera real montane forests";"Ecuador";"Bosques secos"
"73";"art073";-4,336873;-79,745596;"Perú";"AVES";"Areta et al. 2019";"7/18/2019";"Areta J; Depino E; Salvador S; Cardiff S; Epperly K; Holzmann I";2019;"Species limits and biogeography of Rhynchospiza sparrows.";"Neotropical birds; Plumage conservatism; Speciation; Specific mate recognition systems; Vocal template";"The genus Rhynchospiza comprises two species; the monotypic Tumbes Sparrow (R. stolzmanni) and the Stripe-crowned Sparrow (R. strigiceps) with subspecies strigiceps and dabbenei. In the study reported here we evaluated the taxonomic status of these taxa and discussed key features involved in speciation. All three taxa exhibited multiple differences in plumage; morphology; and vocalizations; supporting the recognition of three species in Rhynchospiza. The very large-billed R. stolzmanni has a song composed of a succession of faster complex trilled phrases; shows a small black loral line and dark-chestnut head stripes with large dark central-stripe to individual feathers; and is resident in the Tumbes region. The large and heavy dabbenei has a song consisting of a series of simple chirping notes; shows a large black loral crescent and chestnut head stripes with a reduced to absent dark center to feathers; and inhabits the Austral Yungas as a year-round resident. The small and pale strigiceps has a song consisting of a succession of complex trilled phrases; shows a small black loral line and rufous-brown head stripes with large dark central-stripe to feathers; and inhabits Dry and Sierran Chaco where it is a partial migrant. Locality data and ecological niche modeling show that dabbenei and strigiceps are allo-parapatric and use different altitudinally segregated habitats at their zone of parapatry. Molecular phylogenetic analyses (NADH dehydrogenase 2 [ND2] gene) revealed R. stolzmanni to be sister (11.5% divergent) to a recently diverged dabbenei and strigiceps clade (1.6% divergent). We conclude that the genus Rhynchospiza comprises three species-level entities; each restricted to a major biogeographic region; and that vocalizations and facial patterns provide key evidence on species limits in these otherwise similarly plumaged taxa. The evolutionary–cultural differences in songs; with complex phrases in those of R. strigiceps and R. stolzmanni; and single notes in the songs of R. dabbenei; suggest changes in the innate vocal learning template during speciation in the latter.";"Distribución";"https://doi.org/10.1007/s10336-019-01695-2";"Artículo";"Eastern Cordillera real montane forests";"Ecuador";"Bosques secos"
